 שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
מגל, 0000375, 0000717, 0000600, 0000003, 0000597, 0000396, 0000000, 0000001, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000000, 0000023, 0000009, 0000014, 0000062, 0000001, 0000000, 0000000, 0000000, 0000070, 0000000, 0000000, 0000007, 0000001, 0000000, 0000000
מגן שאול, 0001155, 0000342, 0000260, 0000002, 0000258, 0000045, 0000001, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000032, 0000004, 0000121, 0000005, 0000000, 0000000, 0000001, 0000000, 0000024, 0000000, 0000000, 0000002, 0000005, 0000000, 0000006
מגן, 0000695, 0000486, 0000340, 0000003, 0000337, 0000131, 0000000, 0000006, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000008, 0000002, 0000010, 0000146, 0000000, 0000000, 0000000, 0000000, 0000029, 0000000, 0000000, 0000003, 0000001, 0000000, 0000000
מגשימים, 0000722, 0000638, 0000482, 0000000, 0000482, 0000193, 0000001, 0000000, 0000000, 0000000, 0000001, 0000012, 0000000, 0000000, 0000000, 0000000, 0000036, 0000005, 0000093, 0000033, 0000000, 0000000, 0000001, 0000000, 0000090, 0000000, 0000000, 0000014, 0000002, 0000000, 0000001
מדרך עוז, 0002029, 0000517, 0000396, 0000005, 0000391, 0000070, 0000008, 0000000, 0000000, 0000000, 0000000, 0000039, 0000000, 0000000, 0000000, 0000000, 0000047, 0000017, 0000142, 0000007, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000000, 0000008, 0000005, 0000000, 0000022
מדרשת בן גוריון, 0001140, 0000974, 0000736, 0000003, 0000733, 0000358, 0000002, 0000008, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000000, 0000000, 0000030, 0000006, 0000055, 0000189, 0000000, 0000000, 0000000, 0000000, 0000048, 0000000, 0000001, 0000005, 0000005, 0000001, 0000002
מודיעין עילית, 0003797, 0023529, 0021002, 0001136, 0019866, 0000006, 0015044, 0000002, 0000001, 0000004, 0000000, 0000259, 0000000, 0000000, 0000000, 0000000, 0000029, 0000015, 0000256, 0000008, 0000008, 0000001, 0000004, 0000000, 0000010, 0000003, 0000024, 0000031, 0000818, 0000001, 0003342
מודיעין-מכבים-רעו, 0001200, 0054689, 0043995, 0000165, 0043830, 0012735, 0000256, 0000036, 0000002, 0000000, 0000004, 0004630, 0000001, 0000001, 0000000, 0000000, 0003561, 0000959, 0010025, 0002122, 0000028, 0000001, 0000004, 0000000, 0007894, 0000005, 0000021, 0000443, 0000514, 0000041, 0000547
מולדה, 0001360, 0000108, 0000059, 0000000, 0000059, 0000002, 0000000, 0000049, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000002, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000
מולדת, 0000269, 0000687, 0000551, 0000003, 0000548, 0000350, 0000001, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000025, 0000003, 0000035, 0000031, 0000000, 0000000, 0000000, 0000000, 0000076, 0000000, 0000000, 0000008, 0000001, 0000000, 0000003
מוצא עילית, 0000208, 0000714, 0000507, 0000004, 0000503, 0000235, 0000001, 0000004, 0000000, 0000000, 0000000, 0000020, 0000000, 0000000, 0000000, 0000000, 0000033, 0000007, 0000050, 0000088, 0000000, 0000000, 0000000, 0000000, 0000059, 0000000, 0000000, 0000003, 0000000, 0000001, 0000002
מוקייבלה, 0000635, 0002105, 0001339, 0000011, 0001328, 0000085, 0000000, 0001205, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000000, 0000000, 0000001, 0000000, 0000006, 0000015, 0000000, 0000000, 0000001, 0000008, 0000001, 0000000, 0000000, 0000001, 0000001, 0000000, 0000002
מורן, 0001163, 0000300, 0000237, 0000002, 0000235, 0000114, 0000000, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000015, 0000004, 0000018, 0000023, 0000000, 0000000, 0000000, 0000000, 0000041, 0000000, 0000000, 0000006, 0000000, 0000000, 0000002
מורשת, 0001178, 0000818, 0000703, 0000002, 0000701, 0000007, 0000002, 0000000, 0000000, 0000000, 0000000, 0000502, 0000000, 0000000, 0000000, 0000000, 0000017, 0000001, 0000120, 0000001, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000001, 0000034, 0000000, 0000008
מזור, 0000606, 0000773, 0000615, 0000001, 0000614, 0000271, 0000001, 0000003, 0000000, 0000000, 0000000, 0000018, 0000000, 0000000, 0000000, 0000000, 0000056, 0000001, 0000068, 0000045, 0000001, 0000000, 0000000, 0000000, 0000137, 0000000, 0000000, 0000011, 0000000, 0000000, 0000002
מזכרת בתיה, 0000028, 0008656, 0006903, 0000045, 0006858, 0002197, 0000018, 0000007, 0000000, 0000000, 0000000, 0000513, 0000000, 0000000, 0000000, 0000000, 0000726, 0000141, 0001638, 0000282, 0000006, 0000000, 0000000, 0000000, 0001006, 0000001, 0000005, 0000089, 0000084, 0000002, 0000143
מזרע, 0000104, 0000655, 0000477, 0000002, 0000475, 0000277, 0000001, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000000, 0000000, 0000010, 0000001, 0000007, 0000107, 0000000, 0000000, 0000000, 0000000, 0000049, 0000000, 0000000, 0000010, 0000000, 0000002, 0000000
מזרעה, 0000517, 0002665, 0002106, 0000012, 0002094, 0000033, 0000000, 0001898, 0000001, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000003, 0000001, 0000010, 0000122, 0000000, 0000000, 0000001, 0000004, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000013
מחולה, 0003599, 0000394, 0000324, 0000002, 0000322, 0000013, 0000000, 0000000, 0000000, 0000000, 0000000, 0000185, 0000000, 0000000, 0000000, 0000000, 0000002, 0000003, 0000060, 0000004, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000005, 0000043, 0000000, 0000001
מחנה טלי, 0001418, 0000167, 0000110, 0000000, 0000110, 0000036, 0000000, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000000, 0000005, 0000001, 0000028, 0000004, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000
מחנה יהודית, 0001413, 0000095, 0000076, 0000001, 0000075, 0000021, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000008, 0000003, 0000027, 0000001, 0000001, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001
מחנה יוכבד, 0001416, 0000121, 0000104, 0000000, 0000104, 0000031, 0000000, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000002, 0000004, 0000030, 0000004, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000001, 0000005, 0000000, 0000001
מחנה יפה, 0001415, 0000244, 0000176, 0000000, 0000176, 0000070, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000010, 0000008, 0000034, 0000011, 0000001, 0000000, 0000000, 0000000, 0000025, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002
מחנה מרים, 0001414, 0000108, 0000064, 0000000, 0000064, 0000017, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000022, 0000003, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001
מחנה עדי, 0001417, 0000177, 0000121, 0000000, 0000121, 0000036, 0000000, 0000000, 0000000, 0000000, 0000000, 0000016, 0000000, 0000000, 0000000, 0000000, 0000012, 0000001, 0000028, 0000010, 0000000, 0000000, 0000000, 0000000, 0000018, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000
מחנה תל נוף, 0001412, 0000200, 0000164, 0000000, 0000164, 0000061, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000015, 0000003, 0000038, 0000015, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001
מחניים, 0000308, 0000467, 0000343, 0000001, 0000342, 0000184, 0000002, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000000, 0000025, 0000009, 0000038, 0000023, 0000000, 0000000, 0000000, 0000000, 0000038, 0000000, 0000000, 0000007, 0000004, 0000000, 0000003
מחסיה, 0000776, 0000297, 0000229, 0000000, 0000229, 0000013, 0000004, 0000000, 0000000, 0000000, 0000000, 0000028, 0000000, 0000000, 0000000, 0000000, 0000013, 0000003, 0000108, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000004, 0000005, 0000000, 0000047
מטולה, 0000043, 0001400, 0000924, 0000003, 0000921, 0000358, 0000006, 0000002, 0000000, 0000000, 0000001, 0000055, 0000000, 0000000, 0000000, 0000000, 0000071, 0000028, 0000155, 0000068, 0000001, 0000000, 0000001, 0000000, 0000131, 0000000, 0000000, 0000028, 0000004, 0000006, 0000006
מטע, 0000822, 0000509, 0000393, 0000002, 0000391, 0000083, 0000003, 0000006, 0000000, 0000000, 0000000, 0000035, 0000000, 0000000, 0000000, 0000000, 0000028, 0000004, 0000147, 0000049, 0000000, 0000000, 0000000, 0000001, 0000023, 0000000, 0000000, 0000004, 0000001, 0000001, 0000006
מי עמי, 0001128, 0000225, 0000189, 0000001, 0000188, 0000104, 0000000, 0000001, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000007, 0000036, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000001, 0000001, 0000000, 0000001
מיטב, 0002054, 0000353, 0000274, 0000002, 0000272, 0000017, 0000000, 0000000, 0000000, 0000000, 0000000, 0000024, 0000000, 0000000, 0000000, 0000000, 0000033, 0000005, 0000160, 0000001, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000002, 0000012, 0000000, 0000005
מייסר, 0000649, 0001137, 0000696, 0000000, 0000696, 0000009, 0000000, 0000672, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000
מירב, 0001282, 0000305, 0000252, 0000001, 0000251, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000183, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000041, 0000000, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000008, 0000000, 0000003
מירון, 0000607, 0000405, 0000264, 0000000, 0000264, 0000003, 0000045, 0000000, 0000000, 0000000, 0000000, 0000085, 0000000, 0000000, 0000000, 0000000, 0000005, 0000002, 0000040, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000001, 0000061, 0000001, 0000018
מישר, 0000731, 0000454, 0000377, 0000002, 0000375, 0000168, 0000000, 0000002, 0000000, 0000000, 0000000, 0000019, 0000000, 0000000, 0000000, 0000000, 0000019, 0000003, 0000053, 0000029, 0000000, 0000000, 0000000, 0000000, 0000075, 0000000, 0000001, 0000004, 0000002, 0000000, 0000000
מיתר, 0001268, 0005734, 0004412, 0000025, 0004387, 0001416, 0000011, 0000019, 0000000, 0000000, 0000000, 0000580, 0000000, 0000000, 0000000, 0000000, 0000347, 0000066, 0000884, 0000181, 0000001, 0000000, 0000001, 0000001, 0000714, 0000001, 0000000, 0000058, 0000069, 0000000, 0000038
מכורה, 0003614, 0000115, 0000081, 0000000, 0000081, 0000020, 0000000, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000022, 0000000, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000
מכחול, 0001343, 0000170, 0000049, 0000001, 0000048, 0000006, 0000000, 0000030, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000002, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001
מכמורת, 0000382, 0001040, 0000737, 0000003, 0000734, 0000416, 0000000, 0000001, 0000000, 0000000, 0000001, 0000014, 0000000, 0000000, 0000000, 0000000, 0000039, 0000002, 0000047, 0000104, 0000000, 0000000, 0000000, 0000000, 0000088, 0000000, 0000001, 0000017, 0000002, 0000002, 0000000
מכמנים, 0001202, 0000268, 0000213, 0000000, 0000213, 0000108, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000010, 0000002, 0000019, 0000028, 0000001, 0000000, 0000000, 0000002, 0000033, 0000000, 0000000, 0000003, 0000000, 0000001, 0000001
מלאה, 0000164, 0000266, 0000208, 0000001, 0000207, 0000020, 0000000, 0000000, 0000000, 0000000, 0000000, 0000021, 0000000, 0000000, 0000000, 0000000, 0000019, 0000002, 0000111, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000004, 0000000, 0000022
מלילות, 0002044, 0000220, 0000173, 0000002, 0000171, 0000001, 0000002, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000003, 0000004, 0000115, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000001, 0000003, 0000010, 0000001, 0000013
מלכיה, 0000596, 0000392, 0000246, 0000001, 0000245, 0000151, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000011, 0000005, 0000016, 0000031, 0000000, 0000000, 0000000, 0000000, 0000018, 0000000, 0000000, 0000006, 0000000, 0000000, 0000002
מנוחה, 0002030, 0000361, 0000282, 0000000, 0000282, 0000017, 0000005, 0000000, 0000000, 0000000, 0000000, 0000021, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000184, 0000002, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000001, 0000007, 0000000, 0000021
מנוף, 0001174, 0000555, 0000416, 0000000, 0000416, 0000247, 0000001, 0000003, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000014, 0000001, 0000011, 0000058, 0000000, 0000000, 0000000, 0000000, 0000073, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000
מנות, 0001205, 0000317, 0000241, 0000002, 0000239, 0000041, 0000000, 0000000, 0000000, 0000000, 0000001, 0000012, 0000000, 0000000, 0000000, 0000000, 0000032, 0000004, 0000097, 0000006, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000009, 0000002, 0000000, 0000012
מנחמיה, 0000048, 0000909, 0000618, 0000006, 0000612, 0000107, 0000002, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000000, 0000088, 0000010, 0000243, 0000009, 0000001, 0000000, 0000000, 0000000, 0000074, 0000000, 0000002, 0000005, 0000022, 0000000, 0000027
מנרה, 0000347, 0000215, 0000138, 0000001, 0000137, 0000092, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000006, 0000003, 0000019, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000
מנשית זבדה, 0000994, 0000729, 0000475, 0000004, 0000471, 0000055, 0000000, 0000316, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000064, 0000009, 0000000, 0000001, 0000005, 0000000, 0000000, 0000000, 0000015, 0000001, 0000001, 0000000, 0000000, 0000001, 0000000, 0000003
מסד, 0001258, 0000364, 0000278, 0000002, 0000276, 0000145, 0000001, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000031, 0000000, 0000037, 0000023, 0000001, 0000000, 0000000, 0000000, 0000026, 0000000, 0000000, 0000003, 0000000, 0000000, 0000002
מסדה, 0000263, 0000265, 0000184, 0000000, 0000184, 0000117, 0000000, 0000002, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000006, 0000005, 0000017, 0000010, 0000002, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000
מסילות, 0000298, 0000453, 0000304, 0000000, 0000304, 0000188, 0000000, 0000001, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000015, 0000006, 0000010, 0000046, 0000000, 0000000, 0000000, 0000000, 0000024, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000
מסילת ציון, 0000742, 0000647, 0000528, 0000001, 0000527, 0000211, 0000000, 0000000, 0000000, 0000000, 0000000, 0000018, 0000000, 0000000, 0000000, 0000000, 0000059, 0000005, 0000110, 0000047, 0000000, 0000000, 0000000, 0000000, 0000048, 0000001, 0000000, 0000006, 0000005, 0000001, 0000016
מסלול, 0000748, 0000390, 0000307, 0000000, 0000307, 0000086, 0000003, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000037, 0000010, 0000107, 0000004, 0000000, 0000000, 0000000, 0000000, 0000020, 0000000, 0000000, 0000001, 0000005, 0000000, 0000020
מסעדה, 0004203, 0000217, 0000026, 0000001, 0000025, 0000012, 0000000, 0000002, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000002, 0000001, 0000001, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000
מסעודין אל-עזאזמה, 0000939, 0005908, 0002675, 0000026, 0002649, 0000014, 0000001, 0002453, 0000000, 0000004, 0000003, 0000000, 0000000, 0000000, 0000000, 0000005, 0000007, 0000003, 0000010, 0000059, 0000003, 0000000, 0000001, 0000044, 0000003, 0000001, 0000008, 0000003, 0000007, 0000005, 0000015
מעברות, 0000197, 0000735, 0000581, 0000000, 0000581, 0000282, 0000000, 0000002, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000016, 0000206, 0000000, 0000000, 0000000, 0000000, 0000048, 0000001, 0000001, 0000009, 0000000, 0000000, 0000001
מעגלים, 0001082, 0000901, 0000746, 0000000, 0000746, 0000013, 0000003, 0000000, 0000000, 0000000, 0000000, 0000133, 0000000, 0000000, 0000000, 0000000, 0000022, 0000002, 0000356, 0000001, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000004, 0000156, 0000000, 0000049
מעגן מיכאל, 0000694, 0001522, 0001092, 0000002, 0001090, 0000675, 0000000, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000039, 0000005, 0000038, 0000207, 0000000, 0000000, 0000000, 0000000, 0000075, 0000000, 0000001, 0000029, 0000004, 0000001, 0000002
מעגן, 0000678, 0000311, 0000206, 0000000, 0000206, 0000114, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000001, 0000000, 0000000, 0000000, 0000014, 0000006, 0000016, 0000012, 0000000, 0000000, 0000000, 0000000, 0000020, 0000000, 0000000, 0000016, 0000000, 0000000, 0000002
מעוז חיים, 0000272, 0000444, 0000287, 0000001, 0000286, 0000208, 0000000, 0000001, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000012, 0000003, 0000016, 0000014, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000005, 0000001, 0000000, 0000000
מעון, 0003657, 0000259, 0000204, 0000000, 0000204, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000141, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000050, 0000000, 0000000
מעונה, 0000570, 0000598, 0000452, 0000003, 0000449, 0000087, 0000000, 0000000, 0000000, 0000000, 0000000, 0000024, 0000000, 0000000, 0000000, 0000000, 0000057, 0000014, 0000166, 0000010, 0000000, 0000000, 0000001, 0000001, 0000050, 0000000, 0000000, 0000010, 0000005, 0000002, 0000022
מעיליא, 0000518, 0002364, 0001765, 0000020, 0001745, 0000141, 0000000, 0001330, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000002, 0000005, 0000228, 0000001, 0000000, 0000001, 0000003, 0000000, 0000000, 0000000, 0000002, 0000001, 0000007, 0000022
מעין ברוך, 0000416, 0000471, 0000347, 0000000, 0000347, 0000182, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000023, 0000002, 0000027, 0000048, 0000001, 0000000, 0000000, 0000000, 0000041, 0000000, 0000001, 0000010, 0000003, 0000000, 0000003
מעין צבי, 0000290, 0000616, 0000443, 0000001, 0000442, 0000277, 0000001, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000024, 0000002, 0000022, 0000036, 0000000, 0000000, 0000000, 0000000, 0000067, 0000000, 0000000, 0000002, 0000001, 0000001, 0000001
מעלה אדומים, 0003616, 0026709, 0020009, 0000149, 0019860, 0000999, 0000289, 0000011, 0000001, 0000000, 0000001, 0002895, 0000000, 0000000, 0000000, 0000000, 0001530, 0001248, 0009472, 0000146, 0000013, 0000002, 0000002, 0000002, 0001144, 0000000, 0000015, 0000237, 0000844, 0000009, 0001000
מעלה אפרים, 0003608, 0001165, 0000650, 0000010, 0000640, 0000070, 0000004, 0000004, 0000000, 0000000, 0000001, 0000133, 0000000, 0000000, 0000000, 0000000, 0000042, 0000039, 0000237, 0000005, 0000000, 0000000, 0000000, 0000000, 0000027, 0000000, 0000000, 0000016, 0000054, 0000001, 0000007
