 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
מעטפות חיצוניות, 000875, 0082.0, 000000, 000848, 000008, 000840, 000131, 000059, 000054, 000000, 000000, 000000, 000083, 000000, 000000, 000000, 000000, 000070, 000035, 000233, 000027, 000001, 000000, 000000, 000000, 000062, 000001, 000000, 000020, 000018, 000000, 000046
מעטפות חיצוניות, 000875, 0083.0, 000000, 000838, 000005, 000833, 000168, 000022, 000014, 000000, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000061, 000037, 000243, 000037, 000000, 000001, 000001, 000000, 000071, 000000, 000001, 000046, 000021, 000001, 000023
מעטפות חיצוניות, 000875, 0084.0, 000000, 000850, 000003, 000847, 000124, 000003, 000006, 000000, 000000, 000000, 000115, 000000, 000000, 000000, 000000, 000081, 000030, 000277, 000040, 000000, 000000, 000000, 000001, 000094, 000001, 000001, 000033, 000022, 000002, 000017
מעטפות חיצוניות, 000875, 0085.0, 000000, 000851, 000004, 000847, 000125, 000004, 000000, 000000, 000000, 000000, 000133, 000000, 000000, 000000, 000000, 000108, 000031, 000254, 000032, 000000, 000000, 000000, 000000, 000077, 000000, 000000, 000037, 000024, 000000, 000022
מעטפות חיצוניות, 000875, 0086.0, 000000, 000868, 000003, 000865, 000153, 000004, 000000, 000000, 000000, 000000, 000088, 000000, 000000, 000000, 000000, 000122, 000022, 000263, 000029, 000000, 000000, 000000, 000000, 000094, 000000, 000000, 000036, 000023, 000000, 000031
מעטפות חיצוניות, 000875, 0087.0, 000000, 000862, 000001, 000861, 000160, 000006, 000001, 000000, 000000, 000000, 000104, 000000, 000000, 000000, 000000, 000101, 000031, 000245, 000043, 000000, 000000, 000000, 000000, 000101, 000001, 000000, 000028, 000011, 000001, 000028
מעטפות חיצוניות, 000875, 0088.0, 000000, 000831, 000011, 000820, 000098, 000010, 000067, 000000, 000000, 000000, 000103, 000001, 000000, 000000, 000001, 000089, 000038, 000196, 000023, 000001, 000000, 000000, 000004, 000070, 000001, 000002, 000046, 000011, 000001, 000058
מעטפות חיצוניות, 000875, 0089.0, 000000, 000879, 000001, 000878, 000208, 000002, 000002, 000000, 000000, 000000, 000114, 000001, 000000, 000000, 000000, 000096, 000015, 000218, 000062, 000001, 000000, 000000, 000000, 000082, 000001, 000001, 000026, 000027, 000002, 000020
מעטפות חיצוניות, 000875, 0090.0, 000000, 000841, 000004, 000837, 000098, 000001, 000003, 000000, 000000, 000000, 000112, 000000, 000000, 000000, 000000, 000103, 000044, 000310, 000017, 000000, 000000, 000000, 000000, 000074, 000000, 000000, 000027, 000015, 000000, 000033
מעטפות חיצוניות, 000875, 0091.0, 000000, 000852, 000002, 000850, 000146, 000003, 000000, 000000, 000000, 000000, 000126, 000000, 000000, 000000, 000000, 000080, 000036, 000247, 000042, 000000, 000000, 000000, 000000, 000099, 000000, 000000, 000028, 000029, 000001, 000013
מעטפות חיצוניות, 000875, 0092.0, 000000, 000853, 000004, 000849, 000151, 000002, 000002, 000000, 000000, 000000, 000103, 000000, 000000, 000000, 000000, 000081, 000029, 000266, 000039, 000000, 000000, 000000, 000000, 000073, 000000, 000000, 000044, 000029, 000001, 000029
מעטפות חיצוניות, 000875, 0093.0, 000000, 000830, 000002, 000828, 000126, 000000, 000000, 000000, 000000, 000000, 000127, 000001, 000000, 000000, 000000, 000082, 000024, 000259, 000050, 000000, 000000, 000001, 000000, 000074, 000000, 000001, 000034, 000016, 000001, 000032
מעטפות חיצוניות, 000875, 0094.0, 000000, 000851, 000001, 000850, 000145, 000005, 000003, 000000, 000000, 000000, 000097, 000001, 000000, 000000, 000000, 000093, 000027, 000243, 000062, 000000, 000000, 000000, 000001, 000098, 000000, 000000, 000029, 000014, 000002, 000030
מעטפות חיצוניות, 000875, 0095.0, 000000, 000825, 000005, 000820, 000196, 000000, 000000, 000000, 000000, 000000, 000136, 000000, 000000, 000000, 000000, 000064, 000024, 000189, 000035, 000000, 000000, 000000, 000000, 000094, 000001, 000001, 000041, 000023, 000003, 000013
מעטפות חיצוניות, 000875, 0096.0, 000000, 000835, 000005, 000830, 000146, 000004, 000032, 000000, 000000, 000000, 000103, 000000, 000000, 000000, 000000, 000089, 000026, 000245, 000017, 000000, 000002, 000000, 000000, 000079, 000001, 000001, 000039, 000018, 000001, 000027
מעטפות חיצוניות, 000875, 0097.0, 000000, 000857, 000001, 000856, 000141, 000004, 000000, 000000, 000000, 000001, 000084, 000000, 000000, 000000, 000000, 000081, 000045, 000297, 000028, 000001, 000000, 000000, 000000, 000084, 000000, 000000, 000046, 000011, 000000, 000033
מעטפות חיצוניות, 000875, 0098.0, 000000, 000847, 000005, 000842, 000122, 000002, 000015, 000000, 000000, 000000, 000126, 000000, 000000, 000000, 000000, 000103, 000033, 000265, 000018, 000000, 000000, 000000, 000004, 000081, 000001, 000000, 000033, 000021, 000001, 000017
מעטפות חיצוניות, 000875, 0099.0, 000000, 000850, 000006, 000844, 000215, 000003, 000000, 000000, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000102, 000019, 000193, 000057, 000001, 000000, 000000, 000001, 000108, 000000, 000000, 000028, 000007, 000000, 000024
מעטפות חיצוניות, 000875, 0100.0, 000000, 000839, 000002, 000837, 000126, 000003, 000003, 000000, 000000, 000000, 000104, 000000, 000001, 000000, 000000, 000092, 000051, 000265, 000031, 000000, 000000, 000001, 000001, 000064, 000001, 000000, 000052, 000024, 000000, 000018
מעטפות חיצוניות, 000875, 0101.0, 000000, 000867, 000003, 000864, 000157, 000006, 000002, 000000, 000000, 000000, 000121, 000000, 000000, 000000, 000000, 000084, 000032, 000273, 000039, 000001, 000000, 000000, 000000, 000073, 000000, 000000, 000028, 000019, 000000, 000029
מעטפות חיצוניות, 000875, 0102.0, 000000, 000852, 000001, 000851, 000142, 000003, 000000, 000000, 000000, 000001, 000114, 000001, 000000, 000000, 000000, 000088, 000026, 000266, 000036, 000000, 000000, 000000, 000000, 000110, 000000, 000001, 000024, 000019, 000000, 000020
מעטפות חיצוניות, 000875, 0103.0, 000000, 000844, 000002, 000842, 000164, 000002, 000003, 000000, 000000, 000000, 000119, 000000, 000000, 000000, 000000, 000081, 000028, 000228, 000033, 000000, 000000, 000000, 000000, 000107, 000000, 000000, 000048, 000017, 000000, 000012
מעטפות חיצוניות, 000875, 0104.0, 000000, 000828, 000017, 000811, 000127, 000009, 000039, 000000, 000000, 000000, 000089, 000001, 000001, 000000, 000001, 000081, 000054, 000241, 000025, 000000, 000000, 000001, 000001, 000064, 000000, 000002, 000030, 000013, 000002, 000030
מעטפות חיצוניות, 000875, 0105.0, 000000, 000830, 000005, 000825, 000165, 000007, 000053, 000000, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000070, 000031, 000222, 000024, 000000, 000000, 000000, 000002, 000074, 000001, 000000, 000030, 000026, 000002, 000032
מעטפות חיצוניות, 000875, 0106.0, 000000, 000843, 000006, 000837, 000154, 000002, 000060, 000001, 000000, 000000, 000097, 000000, 000000, 000000, 000000, 000065, 000037, 000243, 000023, 000000, 000000, 000000, 000001, 000096, 000001, 000001, 000024, 000016, 000001, 000015
מעטפות חיצוניות, 000875, 0107.0, 000000, 000824, 000023, 000801, 000154, 000066, 000014, 000001, 000002, 000000, 000072, 000000, 000000, 000000, 000000, 000048, 000045, 000233, 000022, 000000, 000001, 000000, 000003, 000057, 000001, 000002, 000021, 000012, 000002, 000045
מעטפות חיצוניות, 000875, 0108.0, 000000, 000844, 000001, 000843, 000143, 000002, 000000, 000000, 000000, 000000, 000107, 000000, 000000, 000000, 000000, 000105, 000024, 000263, 000025, 000000, 000000, 000000, 000000, 000098, 000000, 000000, 000030, 000017, 000000, 000029
מעטפות חיצוניות, 000875, 0109.0, 000000, 000813, 000019, 000794, 000205, 000019, 000032, 000000, 000000, 000000, 000047, 000000, 000000, 000000, 000001, 000072, 000053, 000163, 000061, 000000, 000000, 000000, 000002, 000084, 000001, 000000, 000020, 000010, 000000, 000024
מעטפות חיצוניות, 000875, 0110.0, 000000, 000723, 000019, 000704, 000112, 000007, 000052, 000000, 000000, 000001, 000077, 000000, 000001, 000000, 000001, 000057, 000045, 000168, 000016, 000000, 000000, 000000, 000010, 000045, 000001, 000002, 000042, 000016, 000002, 000049
מעטפות חיצוניות, 000875, 0111.0, 000000, 000828, 000013, 000815, 000114, 000036, 000049, 000000, 000000, 000000, 000066, 000001, 000001, 000000, 000000, 000063, 000061, 000209, 000035, 000000, 000002, 000000, 000002, 000058, 000000, 000002, 000028, 000028, 000003, 000057
מעטפות חיצוניות, 000875, 0112.0, 000000, 000849, 000013, 000836, 000148, 000013, 000027, 000000, 000000, 000000, 000091, 000000, 000001, 000000, 000000, 000094, 000045, 000221, 000020, 000000, 000000, 000000, 000004, 000080, 000000, 000004, 000027, 000021, 000002, 000038
מעטפות חיצוניות, 000875, 0113.0, 000000, 000849, 000006, 000843, 000173, 000004, 000001, 000000, 000000, 000000, 000101, 000000, 000000, 000000, 000000, 000092, 000025, 000245, 000035, 000000, 000000, 000000, 000001, 000101, 000000, 000000, 000032, 000020, 000001, 000012
מעטפות חיצוניות, 000875, 0114.0, 000000, 000851, 000007, 000844, 000188, 000001, 000009, 000000, 000000, 000000, 000136, 000000, 000000, 000000, 000001, 000074, 000021, 000184, 000044, 000000, 000001, 000000, 000000, 000088, 000000, 000000, 000033, 000041, 000000, 000023
מעטפות חיצוניות, 000875, 0115.0, 000000, 000851, 000001, 000850, 000140, 000001, 000000, 000000, 000000, 000000, 000136, 000001, 000000, 000000, 000000, 000080, 000028, 000264, 000022, 000000, 000000, 000000, 000000, 000100, 000000, 000001, 000037, 000020, 000001, 000019
מעטפות חיצוניות, 000875, 0116.0, 000000, 000831, 000005, 000826, 000112, 000000, 000000, 000000, 000000, 000000, 000122, 000000, 000000, 000000, 000000, 000080, 000029, 000286, 000035, 000002, 000000, 000000, 000000, 000065, 000000, 000000, 000040, 000027, 000000, 000028
מעטפות חיצוניות, 000875, 0117.0, 000000, 000743, 000002, 000741, 000115, 000003, 000007, 000001, 000001, 000000, 000076, 000000, 000000, 000000, 000000, 000075, 000029, 000234, 000041, 000000, 000000, 000000, 000001, 000093, 000001, 000000, 000021, 000014, 000001, 000028
מעטפות חיצוניות, 000875, 0118.0, 000000, 000872, 000000, 000872, 000127, 000000, 000002, 000000, 000000, 000000, 000094, 000000, 000000, 000000, 000000, 000093, 000030, 000292, 000046, 000000, 000000, 000000, 000000, 000092, 000000, 000000, 000044, 000022, 000001, 000029
מעטפות חיצוניות, 000875, 0119.0, 000000, 000853, 000005, 000848, 000115, 000002, 000000, 000000, 000000, 000000, 000102, 000000, 000000, 000000, 000000, 000097, 000034, 000269, 000030, 000000, 000000, 000000, 000001, 000101, 000000, 000000, 000053, 000013, 000002, 000029
מעטפות חיצוניות, 000875, 0120.0, 000000, 000824, 000005, 000819, 000105, 000022, 000005, 000000, 000000, 000000, 000157, 000000, 000001, 000000, 000000, 000058, 000029, 000227, 000023, 000000, 000000, 000000, 000000, 000056, 000000, 000001, 000029, 000053, 000000, 000053
מעטפות חיצוניות, 000875, 0121.0, 000000, 000819, 000001, 000818, 000184, 000013, 000002, 000000, 000000, 000000, 000114, 000000, 000000, 000000, 000000, 000076, 000015, 000205, 000053, 000000, 000000, 000000, 000000, 000085, 000000, 000001, 000033, 000017, 000000, 000020
מעטפות חיצוניות, 000875, 0122.0, 000000, 000842, 000013, 000829, 000180, 000032, 000004, 000000, 000000, 000000, 000111, 000000, 000000, 000000, 000000, 000073, 000025, 000202, 000028, 000000, 000000, 000000, 000000, 000086, 000000, 000000, 000033, 000011, 000003, 000041
מעטפות חיצוניות, 000875, 0123.0, 000000, 000849, 000000, 000849, 000151, 000000, 000000, 000000, 000000, 000000, 000145, 000000, 000000, 000000, 000000, 000087, 000029, 000243, 000033, 000000, 000000, 000000, 000000, 000083, 000000, 000000, 000046, 000017, 000000, 000015
מעטפות חיצוניות, 000875, 0124.0, 000000, 000849, 000001, 000848, 000127, 000000, 000000, 000000, 000000, 000000, 000136, 000000, 000000, 000000, 000000, 000077, 000032, 000277, 000043, 000000, 000000, 000000, 000000, 000075, 000000, 000000, 000041, 000017, 000001, 000022
מעטפות חיצוניות, 000875, 0125.0, 000000, 000822, 000002, 000820, 000131, 000004, 000003, 000000, 000000, 000000, 000103, 000000, 000000, 000000, 000000, 000077, 000029, 000249, 000034, 000000, 000000, 000000, 000000, 000102, 000001, 000000, 000044, 000019, 000004, 000020
מעטפות חיצוניות, 000875, 0126.0, 000000, 000845, 000006, 000839, 000132, 000000, 000010, 000000, 000000, 000000, 000111, 000000, 000000, 000000, 000000, 000083, 000037, 000254, 000028, 000000, 000000, 000000, 000005, 000073, 000000, 000000, 000059, 000018, 000001, 000028
מעטפות חיצוניות, 000875, 0127.0, 000000, 000833, 000004, 000829, 000173, 000004, 000000, 000000, 000000, 000000, 000081, 000000, 000000, 000000, 000000, 000107, 000029, 000225, 000044, 000000, 000000, 000000, 000000, 000100, 000001, 000000, 000043, 000007, 000002, 000013
מעטפות חיצוניות, 000875, 0128.0, 000000, 000851, 000001, 000850, 000160, 000002, 000001, 000001, 000000, 000000, 000150, 000000, 000000, 000000, 000000, 000068, 000027, 000253, 000015, 000001, 000000, 000000, 000000, 000089, 000000, 000000, 000035, 000016, 000001, 000031
מעטפות חיצוניות, 000875, 0129.0, 000000, 000850, 000004, 000846, 000149, 000002, 000002, 000000, 000000, 000000, 000158, 000000, 000000, 000000, 000000, 000072, 000025, 000230, 000025, 000000, 000000, 000000, 000002, 000094, 000000, 000001, 000051, 000018, 000001, 000016
מעטפות חיצוניות, 000875, 0130.0, 000000, 000908, 000012, 000896, 000124, 000007, 000003, 000000, 000000, 000000, 000134, 000000, 000000, 000000, 000000, 000079, 000037, 000290, 000023, 000000, 000001, 000000, 000000, 000063, 000000, 000000, 000078, 000029, 000001, 000027
מעטפות חיצוניות, 000875, 0131.0, 000000, 000898, 000005, 000893, 000158, 000009, 000015, 000000, 000000, 000001, 000115, 000000, 000000, 000000, 000000, 000085, 000041, 000257, 000038, 000000, 000000, 000000, 000004, 000065, 000001, 000000, 000049, 000024, 000002, 000029
מעטפות חיצוניות, 000875, 0132.0, 000000, 000885, 000002, 000883, 000149, 000003, 000000, 000001, 000000, 000000, 000097, 000001, 000000, 000000, 000000, 000092, 000046, 000283, 000035, 000001, 000000, 000000, 000002, 000093, 000002, 000000, 000032, 000016, 000002, 000028
מעטפות חיצוניות, 000875, 0133.0, 000000, 000840, 000007, 000833, 000119, 000005, 000000, 000000, 000000, 000000, 000119, 000000, 000000, 000000, 000000, 000077, 000021, 000285, 000016, 000000, 000000, 000000, 000000, 000063, 000001, 000000, 000054, 000039, 000003, 000031
מעטפות חיצוניות, 000875, 0134.0, 000000, 000892, 000008, 000884, 000152, 000005, 000035, 000000, 000000, 000000, 000118, 000000, 000000, 000000, 000000, 000078, 000060, 000231, 000037, 000000, 000001, 000001, 000003, 000081, 000000, 000000, 000034, 000019, 000001, 000028
מעטפות חיצוניות, 000875, 0135.0, 000000, 000897, 000005, 000892, 000141, 000001, 000001, 000000, 000000, 000000, 000109, 000000, 000000, 000000, 000001, 000100, 000035, 000285, 000048, 000000, 000000, 000000, 000000, 000087, 000000, 000000, 000048, 000019, 000001, 000016
מעטפות חיצוניות, 000875, 0136.0, 000000, 000844, 000001, 000843, 000135, 000002, 000003, 000000, 000000, 000000, 000154, 000000, 000000, 000000, 000000, 000072, 000027, 000235, 000025, 000000, 000000, 000000, 000000, 000091, 000000, 000001, 000047, 000032, 000000, 000019
מעטפות חיצוניות, 000875, 0137.0, 000000, 000854, 000007, 000847, 000117, 000003, 000001, 000000, 000000, 000000, 000168, 000000, 000000, 000000, 000000, 000078, 000020, 000241, 000026, 000000, 000000, 000000, 000000, 000080, 000001, 000001, 000036, 000054, 000000, 000021
מעטפות חיצוניות, 000875, 0138.0, 000000, 000816, 000003, 000813, 000153, 000001, 000016, 000001, 000000, 000000, 000145, 000000, 000000, 000000, 000002, 000071, 000017, 000184, 000045, 000000, 000000, 000001, 000000, 000095, 000000, 000000, 000043, 000024, 000002, 000013
מעטפות חיצוניות, 000875, 0139.0, 000000, 000838, 000004, 000834, 000133, 000003, 000000, 000000, 000000, 000000, 000145, 000000, 000000, 000000, 000000, 000085, 000030, 000246, 000025, 000000, 000000, 000000, 000000, 000082, 000002, 000001, 000039, 000024, 000001, 000018
מעטפות חיצוניות, 000875, 0140.0, 000000, 000848, 000002, 000846, 000175, 000001, 000006, 000000, 000000, 000000, 000147, 000000, 000000, 000000, 000000, 000082, 000032, 000205, 000037, 000000, 000000, 000000, 000000, 000100, 000000, 000000, 000028, 000020, 000000, 000013
מעטפות חיצוניות, 000875, 0141.0, 000000, 000842, 000002, 000840, 000114, 000004, 000000, 000000, 000000, 000000, 000172, 000000, 000000, 000000, 000000, 000088, 000034, 000264, 000032, 000000, 000000, 000000, 000001, 000056, 000000, 000001, 000035, 000021, 000000, 000018
מעטפות חיצוניות, 000875, 0142.0, 000000, 000829, 000002, 000827, 000113, 000002, 000002, 000000, 000000, 000000, 000125, 000000, 000000, 000000, 000000, 000085, 000036, 000253, 000039, 000001, 000000, 000000, 000000, 000081, 000000, 000000, 000044, 000023, 000023, 000000
